,NH3,NH3_final,H,H_final,label,Time,TimeProcess,People,Positive,Negative
7742,45,45,26,26%,0,2:10 PM,850,1,1,0
7743,43,43,24,24%,0,2:15 PM,855,1,0,0
7744,44,44,24,24%,0,2:20 PM,860,3,1,0
7745,45,45,26,26%,0,2:25 PM,865,3,1,2
7746,40,40,25,25%,0,2:30 PM,870,3,2,0
7747,45,45,26,26%,0,2:35 PM,875,3,1,1
7748,42,42,21,21%,0,2:40 PM,880,3,3,1
7749,41,41,23,23%,0,2:45 PM,885,0,0,0
7750,43,43,26,26%,0,2:50 PM,890,2,0,1
7751,48,48,26,26%,0,2:55 PM,895,1,0,0
7752,44,44,24,24%,0,3:00 PM,900,1,1,1
7753,41,41,24,24%,0,3:05 PM,905,4,2,1
7754,45,45,27,27%,0,3:10 PM,910,3,2,3
7755,44,44,28,28%,0,3:15 PM,915,2,1,1
7756,40,40,24,24%,0,3:20 PM,920,5,5,1
7757,45,45,24,24%,0,3:25 PM,925,3,3,3
7758,45,45,26,26%,0,3:30 PM,930,3,1,1
7759,42,42,24,24%,0,3:35 PM,935,3,1,2
7760,43,43,29,29%,0,3:40 PM,940,9,7,9
7761,42,42,30,30%,0,3:45 PM,945,3,3,1
7762,41,41,33,33%,0,3:50 PM,950,2,0,1
7763,44,44,30,30%,0,3:55 PM,955,5,2,2
7764,43,43,32,32%,0,4:00 PM,960,3,3,1
7765,45,45,32,32%,0,4:05 PM,965,5,4,2
7766,44,44,35,35%,0,4:10 PM,970,5,4,4
7767,41,41,30,30%,0,4:15 PM,975,1,0,0
7768,47,47,31,31%,0,4:20 PM,980,5,4,4
7769,45,45,25,25%,0,4:25 PM,985,4,4,0
7770,43,43,27,27%,0,4:30 PM,990,3,3,0
7771,49,49,28,28%,0,4:35 PM,995,5,3,5
7772,40,40,24,24%,0,4:40 PM,1000,3,2,1
7773,44,44,24,24%,0,4:45 PM,1005,3,3,0
7774,46,46,23,23%,0,4:50 PM,1010,0,0,0
7775,43,43,25,25%,0,4:55 PM,1015,4,1,2
7776,47,47,27,27%,0,5:00 PM,1020,3,1,3
7777,42,42,29,29%,0,5:05 PM,1025,2,1,1
7778,46,46,43,43%,0,5:10 PM,1030,5,3,1
7779,41,41,45,45%,0,5:15 PM,1035,1,0,0
7780,47,47,47,47%,0,5:20 PM,1040,1,1,1
7781,41,41,46,46%,0,5:25 PM,1045,1,0,1
7782,42,42,41,41%,0,5:30 PM,1050,2,0,0
7783,41,41,45,45%,0,5:35 PM,1055,1,0,0
7784,40,40,45,45%,0,5:40 PM,1060,0,0,0
7785,44,44,39,39%,0,5:45 PM,1065,3,2,2
7786,49,49,41,41%,0,5:50 PM,1070,1,0,0
7787,41,41,40,40%,0,5:55 PM,1075,2,1,1
7788,42,42,44,44%,0,7:00 AM,420,6,4,5
7789,42,42,42,42%,0,7:05 AM,425,3,2,1
7790,46,46,42,42%,0,7:10 AM,430,3,2,1
7791,45,45,42,42%,0,7:15 AM,435,5,3,1
7792,47,47,42,42%,0,7:20 AM,440,5,2,1
7793,40,40,43,43%,0,7:25 AM,445,3,2,3
7794,41,41,39,39%,0,7:30 AM,450,2,0,0
7795,47,47,41,41%,0,7:35 AM,455,4,4,3
7796,44,44,32,32%,0,7:40 AM,460,5,4,5
7797,40,40,27,27%,0,7:45 AM,465,6,6,4
7798,48,48,25,25%,0,7:50 AM,470,5,3,4
7799,47,47,28,28%,0,7:55 AM,475,9,6,6
7800,49,49,26,26%,0,8:00 AM,480,3,3,1
7801,51,51,26,26%,0,8:05 AM,485,7,6,6
7802,52,52,25,25%,0,8:10 AM,490,8,8,8
7803,53,53,26,26%,0,8:15 AM,495,5,2,1
7804,57,57,25,25%,0,8:20 AM,500,7,5,3
7805,54,54,25,25%,0,8:25 AM,505,6,6,5
7806,57,57,25,25%,0,8:30 AM,510,5,5,5
7807,57,57,22,22%,0,8:35 AM,515,8,5,6
7808,57,57,24,24%,0,8:40 AM,520,9,6,7
7809,59,59,24,24%,0,8:45 AM,525,7,5,6
7810,54,54,22,22%,0,8:50 AM,530,4,4,1
7811,60,60,21,21%,1,8:55 AM,535,6,5,3
7812,56,56,23,23%,0,9:00 AM,540,5,3,5
7813,60,60,24,24%,0,9:05 AM,545,6,3,5
7814,53,53,27,27%,0,9:10 AM,550,4,1,2
7815,53,53,27,27%,0,9:15 AM,555,4,2,2
7816,51,51,27,27%,0,9:20 AM,560,4,1,3
7817,47,47,28,28%,0,9:25 AM,565,1,1,1
7818,48,48,26,26%,0,9:30 AM,570,2,0,2
7819,46,46,26,26%,0,9:35 AM,575,1,0,1
7820,45,45,22,22%,0,9:40 AM,580,6,5,5
7821,47,47,22,22%,0,9:45 AM,585,8,5,4
7822,40,40,22,22%,0,9:50 AM,590,4,4,4
7823,44,44,26,26%,1,9:55 AM,595,4,1,3
7824,44,44,21,21%,0,10:00 AM,600,3,0,2
7825,42,42,26,26%,0,10:05 AM,605,4,2,4
7826,42,42,26,26%,0,10:10 AM,610,6,5,5
7827,40,40,24,24%,0,10:15 AM,615,4,3,4
7828,43,43,23,23%,0,10:20 AM,620,2,0,1
7829,45,45,24,24%,0,10:25 AM,625,4,3,4
7830,38,38,29,29%,0,10:30 AM,630,3,0,0
7831,44,44,27,27%,0,10:35 AM,635,1,1,0
7832,45,45,24,24%,0,10:40 AM,640,5,2,3
7833,43,43,30,30%,0,10:45 AM,645,4,4,0
7834,44,44,29,29%,0,10:50 AM,650,9,9,7
7835,45,45,27,27%,0,10:55 AM,655,5,2,5
7836,48,48,25,25%,0,11:00 AM,660,4,2,4
7837,42,42,26,26%,0,11:05 AM,665,7,6,4
7838,45,45,27,27%,0,11:10 AM,670,4,1,0
7839,42,42,23,23%,0,11:15 AM,675,2,1,1
7840,46,46,30,30%,0,11:20 AM,680,5,2,1
7841,40,40,25,25%,0,11:25 AM,685,4,1,3
7842,47,47,29,29%,0,11:30 AM,690,2,1,2
7843,43,43,27,27%,0,11:35 AM,695,2,2,2
7844,44,44,29,29%,0,11:40 AM,700,4,2,4
7845,44,44,25,25%,0,11:45 AM,705,3,3,3
7846,46,46,25,25%,0,11:50 AM,710,5,4,1
7847,51,51,24,24%,0,11:55 AM,715,8,6,4
7848,55,55,30,30%,0,12:00 PM,720,4,2,2
7849,53,53,27,27%,0,12:05 PM,725,4,4,4
7850,53,53,29,29%,0,12:10 PM,730,5,3,4
7851,53,53,25,25%,0,12:15 PM,735,4,2,3
7852,54,54,25,25%,0,12:20 PM,740,6,6,5
7853,56,56,26,26%,0,12:25 PM,745,6,4,6
7854,52,52,24,24%,0,12:30 PM,750,5,3,3
7855,55,55,24,24%,0,12:35 PM,755,4,2,1
7856,51,51,28,28%,0,12:40 PM,760,10,10,7
7857,52,52,30,30%,0,12:45 PM,765,5,3,4
7858,53,53,27,27%,0,12:50 PM,770,10,8,6
7859,56,56,25,25%,1,12:55 PM,775,11,9,10
7860,57,57,28,28%,0,1:00 PM,780,8,6,8
7861,46,46,27,27%,0,1:05 PM,785,5,5,5
7862,45,45,25,25%,0,1:10 PM,790,5,4,1
7863,47,47,26,26%,0,1:15 PM,795,5,2,1
7864,42,42,22,22%,0,1:20 PM,800,4,1,2
7865,45,45,26,26%,0,1:25 PM,805,3,3,1
7866,45,45,27,27%,0,1:30 PM,810,6,6,6
7867,44,44,27,27%,0,1:35 PM,815,4,1,2
7868,46,46,25,25%,0,1:40 PM,820,5,4,4
7869,43,43,23,23%,0,1:45 PM,825,6,6,3
7870,41,41,22,22%,0,1:50 PM,830,4,1,1
7871,46,46,25,25%,0,1:55 PM,835,7,6,6
7872,43,43,26,26%,0,2:00 PM,840,2,0,0
7873,42,42,27,27%,0,2:05 PM,845,0,0,0
7874,45,45,26,26%,0,2:10 PM,850,3,1,1
7875,45,45,26,26%,0,2:15 PM,855,1,0,1
7876,46,46,23,23%,0,2:20 PM,860,2,2,1
7877,46,46,25,25%,0,2:25 PM,865,3,1,0
7878,48,48,20,20%,0,2:30 PM,870,0,0,0
7879,49,49,21,21%,0,2:35 PM,875,4,4,3
7880,44,44,23,23%,0,2:40 PM,880,4,1,1
7881,43,43,24,24%,0,2:45 PM,885,6,6,2
7882,44,44,25,25%,0,2:50 PM,890,4,2,4
7883,45,45,26,26%,0,2:55 PM,895,6,4,2
7884,45,45,26,26%,0,3:00 PM,900,6,4,6
7885,41,41,25,25%,0,3:05 PM,905,5,2,1
7886,47,47,28,28%,0,3:10 PM,910,7,6,3
7887,50,50,23,23%,0,3:15 PM,915,4,4,4
7888,56,56,27,27%,0,3:20 PM,920,6,5,4
7889,54,54,27,27%,0,3:25 PM,925,6,3,4
7890,53,53,29,29%,0,3:30 PM,930,3,3,3
7891,51,51,25,25%,0,3:35 PM,935,8,7,6
7892,51,51,22,22%,0,3:40 PM,940,8,8,6
7893,51,51,27,27%,0,3:45 PM,945,10,10,9
7894,53,53,24,24%,0,3:50 PM,950,8,7,8
7895,52,52,27,27%,1,3:55 PM,955,5,4,2
7896,55,55,27,27%,0,4:00 PM,960,6,4,4
7897,49,49,26,26%,0,4:05 PM,965,4,4,1
7898,54,54,30,30%,0,4:10 PM,970,5,3,3
7899,56,56,29,29%,0,4:15 PM,975,5,5,3
7900,55,55,26,26%,0,4:20 PM,980,4,4,0
7901,54,54,24,24%,0,4:25 PM,985,4,4,1
7902,55,55,29,29%,0,4:30 PM,990,5,4,4
7903,53,53,22,22%,0,4:35 PM,995,4,4,3
7904,54,54,31,31%,0,4:40 PM,1000,3,2,2
7905,53,53,25,25%,0,4:45 PM,1005,9,8,9
7906,55,55,23,23%,0,4:50 PM,1010,11,9,8
7907,52,52,27,27%,1,4:55 PM,1015,6,3,4
7908,47,47,25,25%,0,5:00 PM,1020,2,2,0
7909,46,46,26,26%,0,5:05 PM,1025,3,0,1
7910,47,47,21,21%,0,5:10 PM,1030,5,2,4
7911,43,43,21,21%,0,5:15 PM,1035,0,0,0
7912,46,46,22,22%,0,5:20 PM,1040,3,3,0
7913,39,39,27,27%,0,5:25 PM,1045,6,3,3
7914,44,44,23,23%,0,5:30 PM,1050,3,2,0
7915,48,48,29,29%,0,5:35 PM,1055,7,4,4
7916,46,46,23,23%,0,5:40 PM,1060,4,2,3
7917,46,46,26,26%,0,5:45 PM,1065,9,7,7
7918,42,42,25,25%,0,5:50 PM,1070,4,4,3
7919,45,45,24,24%,0,5:55 PM,1075,2,1,1
7920,43,43,25,25%,0,7:00 AM,420,3,0,0
7921,40,40,24,24%,0,7:05 AM,425,2,2,0
7922,43,43,27,27%,0,7:10 AM,430,5,4,4
7923,42,42,26,26%,0,7:15 AM,435,4,4,0
7924,45,45,28,28%,0,7:20 AM,440,3,1,0
7925,42,42,25,25%,0,7:25 AM,445,5,5,1
7926,42,42,25,25%,0,7:30 AM,450,3,1,1
7927,44,44,25,25%,0,7:35 AM,455,3,2,0
7928,44,44,28,28%,0,7:40 AM,460,8,7,5
7929,47,47,25,25%,0,7:45 AM,465,4,2,3
7930,46,46,24,24%,0,7:50 AM,470,4,1,4
7931,42,42,26,26%,0,7:55 AM,475,7,6,3
7932,45,45,29,29%,0,8:00 AM,480,4,1,3
7933,45,45,30,30%,0,8:05 AM,485,4,2,2
7934,42,42,32,32%,0,8:10 AM,490,4,1,0
7935,43,43,40,40%,0,8:15 AM,495,4,3,3
7936,40,40,36,36%,0,8:20 AM,500,1,1,0
7937,41,41,33,33%,0,8:25 AM,505,4,4,2
7938,42,42,37,37%,0,8:30 AM,510,4,3,1
7939,43,43,40,40%,0,8:35 AM,515,2,0,1
7940,41,41,34,34%,0,8:40 AM,520,3,2,1
7941,47,47,37,37%,0,8:45 AM,525,6,4,2
7942,41,41,34,34%,0,8:50 AM,530,5,5,2
7943,44,44,35,35%,0,8:55 AM,535,4,3,0
7944,44,44,36,36%,0,9:00 AM,540,3,0,1
7945,46,46,36,36%,0,9:05 AM,545,5,5,3
7946,39,39,37,37%,0,9:10 AM,550,2,1,1
7947,41,41,37,37%,0,9:15 AM,555,3,1,1
7948,46,46,32,32%,0,9:20 AM,560,3,1,3
7949,48,48,34,34%,0,9:25 AM,565,5,4,5
7950,41,41,28,28%,0,9:30 AM,570,4,4,4
7951,39,39,30,30%,0,9:35 AM,575,3,0,0
7952,43,43,31,31%,0,9:40 AM,580,6,5,2
7953,44,44,22,22%,0,9:45 AM,585,6,6,6
7954,41,41,22,22%,0,9:50 AM,590,9,8,5
7955,44,44,23,23%,0,9:55 AM,595,9,7,9
7956,42,42,27,27%,0,10:00 AM,600,2,0,1
7957,44,44,27,27%,0,10:05 AM,605,3,2,0
7958,42,42,26,26%,0,10:10 AM,610,1,0,1
7959,41,41,23,23%,0,10:15 AM,615,3,3,3
7960,48,48,25,25%,0,10:20 AM,620,2,1,2
7961,41,41,22,22%,0,10:25 AM,625,3,0,0
7962,41,41,20,20%,0,10:30 AM,630,0,0,0
7963,48,48,22,22%,0,10:35 AM,635,1,0,1
7964,43,43,24,24%,0,10:40 AM,640,5,4,5
7965,43,43,23,23%,0,10:45 AM,645,4,1,4
7966,48,48,26,26%,0,10:50 AM,650,2,2,0
7967,43,43,22,22%,0,10:55 AM,655,4,4,0
7968,44,44,23,23%,0,11:00 AM,660,3,3,3
7969,41,41,27,27%,0,11:05 AM,665,4,4,3
7970,49,49,28,28%,0,11:10 AM,670,5,2,1
7971,42,42,27,27%,0,11:15 AM,675,1,0,0
7972,46,46,28,28%,0,11:20 AM,680,6,6,5
7973,42,42,25,25%,0,11:25 AM,685,4,2,1
7974,43,43,22,22%,0,11:30 AM,690,4,2,0
7975,41,41,23,23%,0,11:35 AM,695,1,0,1
7976,41,41,27,27%,0,11:40 AM,700,5,3,4
7977,40,40,28,28%,0,11:45 AM,705,2,1,1
7978,43,43,25,25%,0,11:50 AM,710,5,3,1
7979,42,42,29,29%,0,11:55 AM,715,5,2,3
7980,44,44,23,23%,0,12:00 PM,720,0,0,0
7981,44,44,28,28%,0,12:05 PM,725,4,2,0
7982,41,41,25,25%,0,12:10 PM,730,0,0,0
7983,47,47,29,29%,0,12:15 PM,735,0,0,0
7984,43,43,28,28%,0,12:20 PM,740,1,0,1
7985,41,41,29,29%,0,12:25 PM,745,4,1,4
7986,44,44,26,26%,0,12:30 PM,750,3,2,1
7987,41,41,26,26%,0,12:35 PM,755,2,1,1
7988,39,39,28,28%,0,12:40 PM,760,1,1,0
7989,41,41,25,25%,0,12:45 PM,765,1,0,0
7990,47,47,29,29%,0,12:50 PM,770,1,1,0
7991,44,44,22,22%,0,12:55 PM,775,3,0,3
7992,51,51,22,22%,0,1:00 PM,780,6,5,4
7993,50,50,26,26%,0,1:05 PM,785,1,1,0
7994,53,53,24,24%,0,1:10 PM,790,7,5,5
7995,53,53,26,26%,0,1:15 PM,795,5,3,1
7996,59,59,30,30%,0,1:20 PM,800,9,9,9
7997,59,59,23,23%,0,1:25 PM,805,2,0,1
7998,62,62,28,28%,0,1:30 PM,810,3,1,3
7999,60,60,26,26%,0,1:35 PM,815,3,2,2
8000,57,57,24,24%,0,1:40 PM,820,8,7,7
8001,58,58,28,28%,0,1:45 PM,825,5,2,2
8002,54,54,28,28%,0,1:50 PM,830,6,4,5
8003,59,59,27,27%,1,1:55 PM,835,14,14,11
8004,61,61,23,23%,0,2:00 PM,840,8,6,7
8005,60,60,29,29%,0,2:05 PM,845,5,2,1
8006,55,55,24,24%,0,2:10 PM,850,5,5,1
8007,56,56,24,24%,0,2:15 PM,855,4,1,0
8008,51,51,21,21%,0,2:20 PM,860,5,3,3
8009,47,47,26,26%,0,2:25 PM,865,2,1,2
8010,42,42,28,28%,0,2:30 PM,870,3,3,2
8011,41,41,27,27%,0,2:35 PM,875,2,0,1
8012,48,48,26,26%,0,2:40 PM,880,5,4,5
8013,48,48,29,29%,0,2:45 PM,885,6,5,2
8014,45,45,24,24%,0,2:50 PM,890,2,2,1
8015,41,41,25,25%,1,2:55 PM,895,2,2,1
8016,43,43,26,26%,0,3:00 PM,900,1,0,1
8017,44,44,27,27%,0,3:05 PM,905,1,0,1
8018,43,43,26,26%,0,3:10 PM,910,0,0,0
8019,39,39,21,21%,0,3:15 PM,915,2,0,0
8020,44,44,27,27%,0,3:20 PM,920,4,1,4
8021,45,45,25,25%,0,3:25 PM,925,1,1,1
8022,39,39,23,23%,0,3:30 PM,930,4,3,1
8023,45,45,22,22%,0,3:35 PM,935,4,3,1
8024,42,42,22,22%,0,3:40 PM,940,3,1,1
8025,41,41,20,20%,0,3:45 PM,945,1,1,0
8026,46,46,27,27%,0,3:50 PM,950,4,3,1
8027,47,47,28,28%,0,3:55 PM,955,7,4,3
8028,42,42,29,29%,0,4:00 PM,960,1,0,0
8029,45,45,28,28%,0,4:05 PM,965,3,2,0
8030,42,42,23,23%,0,4:10 PM,970,2,2,0
8031,44,44,24,24%,0,4:15 PM,975,1,0,1
8032,43,43,23,23%,0,4:20 PM,980,2,2,1
8033,46,46,23,23%,0,4:25 PM,985,0,0,0
8034,42,42,26,26%,0,4:30 PM,990,3,3,1
8035,45,45,25,25%,0,4:35 PM,995,3,3,1
8036,40,40,24,24%,0,4:40 PM,1000,0,0,0
8037,45,45,24,24%,0,4:45 PM,1005,2,0,1
8038,46,46,27,27%,0,4:50 PM,1010,2,1,2
8039,47,47,28,28%,0,4:55 PM,1015,3,3,1
8040,47,47,30,30%,0,5:00 PM,1020,3,0,2
8041,44,44,27,27%,0,5:05 PM,1025,3,1,1
8042,46,46,22,22%,0,5:10 PM,1030,5,3,3
8043,47,47,25,25%,0,5:15 PM,1035,6,3,3
8044,48,48,24,24%,0,5:20 PM,1040,2,2,0
8045,45,45,30,30%,0,5:25 PM,1045,2,0,0
8046,45,45,22,22%,0,5:30 PM,1050,2,1,2
8047,43,43,28,28%,0,5:35 PM,1055,3,3,0
8048,49,49,29,29%,0,5:40 PM,1060,2,2,2
8049,51,51,32,32%,0,5:45 PM,1065,3,3,2
8050,51,51,36,36%,0,5:50 PM,1070,2,1,0
8051,53,53,38,38%,0,5:55 PM,1075,4,4,4
8052,54,54,41,41%,0,7:00 AM,420,4,4,4
8053,54,54,44,44%,0,7:05 AM,425,5,3,3
8054,55,55,41,41%,0,7:10 AM,430,4,4,4
8055,57,57,44,44%,0,7:15 AM,435,1,0,1
8056,54,54,44,44%,0,7:20 AM,440,5,4,5
8057,51,51,42,42%,0,7:25 AM,445,6,4,2
8058,58,58,45,45%,0,7:30 AM,450,4,3,2
8059,48,48,38,38%,0,7:35 AM,455,0,0,0
8060,50,50,42,42%,0,7:40 AM,460,3,3,1
8061,52,52,38,38%,0,7:45 AM,465,10,10,9
8062,55,55,38,38%,0,7:50 AM,470,5,2,4
8063,55,55,29,29%,1,7:55 AM,475,8,6,6
8064,54,54,25,25%,0,8:00 AM,480,7,5,3
8065,50,50,22,22%,0,8:05 AM,485,2,1,0
8066,51,51,24,24%,0,8:10 AM,490,8,7,6
8067,54,54,22,22%,0,8:15 AM,495,9,7,5
8068,53,53,28,28%,0,8:20 AM,500,7,7,4
8069,56,56,27,27%,0,8:25 AM,505,3,2,1
8070,51,51,27,27%,0,8:30 AM,510,6,5,5
8071,46,46,26,26%,0,8:35 AM,515,8,8,6
8072,48,48,22,22%,0,8:40 AM,520,4,3,0
8073,41,41,25,25%,0,8:45 AM,525,6,4,4
8074,46,46,23,23%,0,8:50 AM,530,1,0,0
8075,44,44,26,26%,1,8:55 AM,535,4,1,0
8076,48,48,23,23%,0,9:00 AM,540,1,1,0
8077,47,47,23,23%,0,9:05 AM,545,5,3,4
8078,43,43,25,25%,0,9:10 AM,550,4,2,0
8079,43,43,29,29%,0,9:15 AM,555,1,0,1
8080,43,43,25,25%,0,9:20 AM,560,6,3,5
8081,44,44,25,25%,0,9:25 AM,565,2,1,1
8082,48,48,30,30%,0,9:30 AM,570,4,1,2
8083,45,45,27,27%,0,9:35 AM,575,5,5,1
8084,45,45,24,24%,0,9:40 AM,580,5,5,3
8085,45,45,23,23%,0,9:45 AM,585,5,4,3
8086,42,42,24,24%,0,9:50 AM,590,4,3,0
8087,46,46,25,25%,0,9:55 AM,595,3,0,3
8088,47,47,26,26%,0,10:00 AM,600,1,1,0
8089,41,41,24,24%,0,10:05 AM,605,3,2,0
8090,44,44,27,27%,0,10:10 AM,610,2,2,1
8091,41,41,30,30%,0,10:15 AM,615,1,0,0
8092,40,40,31,31%,0,10:20 AM,620,3,1,3
8093,42,42,38,38%,0,10:25 AM,625,9,7,8
8094,40,40,35,35%,0,10:30 AM,630,6,3,2
8095,42,42,34,34%,0,10:35 AM,635,5,2,5
8096,44,44,37,37%,0,10:40 AM,640,4,3,2
8097,42,42,38,38%,0,10:45 AM,645,6,6,5
8098,44,44,34,34%,0,10:50 AM,650,8,7,6
8099,42,42,35,35%,0,10:55 AM,655,7,5,3
8100,43,43,35,35%,0,11:00 AM,660,8,7,4
8101,39,39,30,30%,0,11:05 AM,665,7,6,4
8102,43,43,34,34%,0,11:10 AM,670,1,0,1
8103,41,41,37,37%,0,11:15 AM,675,3,0,3
8104,46,46,33,33%,0,11:20 AM,680,8,8,7
8105,41,41,36,36%,0,11:25 AM,685,3,2,2
8106,40,40,34,34%,0,11:30 AM,690,4,3,4
8107,44,44,32,32%,0,11:35 AM,695,3,1,1
8108,43,43,27,27%,0,11:40 AM,700,5,4,2
8109,41,41,28,28%,0,11:45 AM,705,3,1,0
8110,43,43,27,27%,0,11:50 AM,710,9,6,8
8111,40,40,24,24%,0,11:55 AM,715,4,1,1
8112,44,44,26,26%,0,12:00 PM,720,3,1,1
8113,41,41,22,22%,0,12:05 PM,725,4,2,3
8114,49,49,28,28%,0,12:10 PM,730,4,1,1
8115,48,48,26,26%,0,12:15 PM,735,3,0,2
8116,59,59,23,23%,0,12:20 PM,740,3,2,3
8117,53,53,24,24%,0,12:25 PM,745,5,4,1
8118,55,55,20,20%,0,12:30 PM,750,3,3,0
8119,57,57,22,22%,0,12:35 PM,755,5,3,1
8120,57,57,21,21%,0,12:40 PM,760,4,3,3
8121,55,55,24,24%,0,12:45 PM,765,5,5,5
8122,57,57,25,25%,0,12:50 PM,770,5,4,4
8123,53,53,26,26%,1,12:55 PM,775,3,1,1
8124,53,53,24,24%,0,1:00 PM,780,5,5,2
8125,58,58,24,24%,0,1:05 PM,785,10,10,8
8126,54,54,23,23%,0,1:10 PM,790,5,3,3
8127,58,58,20,20%,0,1:15 PM,795,8,6,6
8128,57,57,26,26%,0,1:20 PM,800,5,3,4
8129,47,47,25,25%,0,1:25 PM,805,5,4,5
8130,42,42,23,23%,0,1:30 PM,810,3,2,2
8131,48,48,24,24%,0,1:35 PM,815,3,0,3
8132,43,43,22,22%,0,1:40 PM,820,3,3,3
8133,43,43,25,25%,0,1:45 PM,825,8,6,7
8134,41,41,24,24%,0,1:50 PM,830,5,5,1
8135,44,44,25,25%,0,1:55 PM,835,7,6,5
8136,44,44,28,28%,0,2:00 PM,840,3,2,3
8137,47,47,26,26%,0,2:05 PM,845,2,1,0
8138,42,42,23,23%,0,2:10 PM,850,6,5,5
8139,45,45,24,24%,0,2:15 PM,855,1,1,0
8140,48,48,25,25%,0,2:20 PM,860,2,0,2
8141,42,42,22,22%,0,2:25 PM,865,3,3,1
8142,46,46,25,25%,0,2:30 PM,870,1,1,0
8143,50,50,26,26%,0,2:35 PM,875,0,0,0
8144,45,45,23,23%,0,2:40 PM,880,5,5,2
8145,49,49,28,28%,0,2:45 PM,885,2,0,2
8146,46,46,25,25%,0,2:50 PM,890,1,0,1
8147,46,46,27,27%,0,2:55 PM,895,2,2,0
8148,46,46,28,28%,0,3:00 PM,900,2,0,0
8149,48,48,23,23%,0,3:05 PM,905,2,0,0
8150,46,46,25,25%,0,3:10 PM,910,6,3,5
8151,48,48,23,23%,0,3:15 PM,915,8,6,8
8152,45,45,24,24%,0,3:20 PM,920,6,5,2
8153,45,45,30,30%,0,3:25 PM,925,3,3,1
8154,49,49,25,25%,0,3:30 PM,930,4,4,0
8155,52,52,29,29%,0,3:35 PM,935,3,2,0
8156,51,51,29,29%,0,3:40 PM,940,9,6,5
8157,57,57,35,35%,0,3:45 PM,945,11,10,8
8158,51,51,34,34%,0,3:50 PM,950,9,7,9
8159,52,52,38,38%,0,3:55 PM,955,6,6,3
8160,55,55,43,43%,0,4:00 PM,960,4,4,1
8161,55,55,43,43%,0,4:05 PM,965,4,3,0
8162,50,50,42,42%,0,4:10 PM,970,0,0,0
8163,57,57,42,42%,0,4:15 PM,975,2,1,0
8164,54,54,42,42%,0,4:20 PM,980,2,1,0
8165,48,48,43,43%,0,4:25 PM,985,1,1,1
8166,52,52,43,43%,0,4:30 PM,990,2,0,1
8167,55,55,38,38%,0,4:35 PM,995,3,3,2
8168,50,50,40,40%,0,4:40 PM,1000,4,1,3
8169,56,56,40,40%,0,4:45 PM,1005,7,4,7
8170,53,53,40,40%,0,4:50 PM,1010,3,0,1
8171,49,49,25,25%,1,4:55 PM,1015,3,0,3
8172,56,56,22,22%,0,5:00 PM,1020,6,5,4
8173,52,52,23,23%,0,5:05 PM,1025,7,5,6
8174,54,54,21,21%,0,5:10 PM,1030,4,3,0
8175,53,53,23,23%,0,5:15 PM,1035,1,0,0
8176,49,49,28,28%,0,5:20 PM,1040,1,0,1
8177,45,45,24,24%,0,5:25 PM,1045,1,0,1
8178,49,49,23,23%,0,5:30 PM,1050,3,1,2
8179,45,45,25,25%,0,5:35 PM,1055,0,0,0
8180,45,45,22,22%,0,5:40 PM,1060,0,0,0
8181,43,43,31,31%,0,5:45 PM,1065,0,0,0
8182,43,43,30,30%,0,5:50 PM,1070,3,1,2
8183,45,45,48,48%,0,5:55 PM,1075,3,0,2
8184,44,44,42,42%,0,7:00 AM,420,1,0,0
8185,47,47,47,47%,0,7:05 AM,425,3,1,2
8186,47,47,46,46%,0,7:10 AM,430,3,1,1
8187,46,46,44,44%,0,7:15 AM,435,0,0,0
8188,47,47,43,43%,0,7:20 AM,440,1,0,0
8189,44,44,43,43%,0,7:25 AM,445,3,2,3
8190,42,42,40,40%,0,7:30 AM,450,2,0,2
8191,48,48,37,37%,0,7:35 AM,455,4,4,4
8192,41,41,41,41%,0,7:40 AM,460,0,0,0
8193,43,43,39,39%,0,7:45 AM,465,2,0,0
8194,45,45,45,45%,0,7:50 AM,470,4,2,3
8195,45,45,38,38%,0,7:55 AM,475,2,1,2
8196,46,46,40,40%,0,8:00 AM,480,3,0,0
8197,47,47,39,39%,0,8:05 AM,485,5,3,4
8198,41,41,40,40%,0,8:10 AM,490,1,0,1
8199,44,44,38,38%,0,8:15 AM,495,6,4,2
8200,43,43,37,37%,0,8:20 AM,500,0,0,0
8201,40,40,28,28%,0,8:25 AM,505,7,6,5
8202,42,42,23,23%,0,8:30 AM,510,3,3,1
8203,44,44,25,25%,0,8:35 AM,515,2,0,1
8204,40,40,27,27%,0,8:40 AM,520,3,0,0
8205,40,40,27,27%,0,8:45 AM,525,5,3,2
8206,42,42,24,24%,0,8:50 AM,530,5,4,1
8207,38,38,26,26%,0,8:55 AM,535,4,2,0
8208,40,40,26,26%,0,9:00 AM,540,5,4,4
8209,47,47,26,26%,0,9:05 AM,545,3,0,3
8210,38,38,24,24%,0,9:10 AM,550,0,0,0
8211,43,43,20,20%,0,9:15 AM,555,3,3,2
8212,43,43,27,27%,0,9:20 AM,560,3,3,2
8213,44,44,25,25%,0,9:25 AM,565,0,0,0
8214,47,47,21,21%,0,9:30 AM,570,1,1,1
8215,49,49,22,22%,0,9:35 AM,575,1,1,0
8216,45,45,21,21%,0,9:40 AM,580,2,1,0
8217,45,45,20,20%,0,9:45 AM,585,0,0,0
8218,49,49,26,26%,0,9:50 AM,590,0,0,0
8219,42,42,22,22%,0,9:55 AM,595,3,1,3
8220,49,49,27,27%,0,10:00 AM,600,1,1,0
